class,idx,top1_acc,top5_acc,samples,top_conf_1,top_conf_1_count,top_confusions
long_jump_jump,245,83.33333333333333,83.33333333333333,6,unevenbar_jump,1,unevenbar_jump(1)
play_erhu,273,83.33333333333333,83.33333333333333,6,play_cymbals,1,play_cymbals(1)
playing_cajon_drum,312,83.33333333333333,83.33333333333333,6,pottery_wheel,1,pottery_wheel(1)
quadruped_hip-extension,333,83.33333333333333,83.33333333333333,6,play_handpan,1,play_handpan(1)
situp,371,83.33333333333333,83.33333333333333,6,pouring_wine,1,pouring_wine(1)
styling_hair,413,83.33333333333333,83.33333333333333,6,eat_apple,1,eat_apple(1)
using_scythe,459,83.33333333333333,83.33333333333333,6,hailing_taxi,1,hailing_taxi(1)
yoga_locust,494,83.33333333333333,83.33333333333333,6,chopping_meat,1,chopping_meat(1)
baseball_pitch,33,83.33333333333333,100.0,6,taekwondo_kick,1,taekwondo_kick(1)
baseball_swing,35,83.33333333333333,100.0,6,tennis_backhand,1,tennis_backhand(1)
battle-rope_jumping-jack,43,83.33333333333333,100.0,6,jumping_jack,1,jumping_jack(1)
battle-rope_rainbow,45,83.33333333333333,100.0,6,battle-rope_jumping-jack,1,battle-rope_jumping-jack(1)
figure_skate_I_spin,147,83.33333333333333,100.0,6,leg_hold_front,1,leg_hold_front(1)
figure_skate_camel_spin,150,83.33333333333333,100.0,6,shotput_throw,1,shotput_throw(1)
figure_skate_scratch_spin,156,83.33333333333333,100.0,6,frisbee_throw,1,frisbee_throw(1)
floss_dance,168,83.33333333333333,100.0,6,three_legged_race,1,three_legged_race(1)
juggling_balls,234,83.33333333333333,100.0,6,gym_push,1,gym_push(1)
kick_jianzi,238,83.33333333333333,100.0,6,climb_stair,1,climb_stair(1)
leg_hold_front,243,83.33333333333333,100.0,6,tennis_serve,1,tennis_serve(1)
pirouette,258,83.33333333333333,100.0,6,figure_skate_scratch_spin,1,figure_skate_scratch_spin(1)
punching_sandbag,326,83.33333333333333,100.0,6,calfrope_rope,1,calfrope_rope(1)
pushup,331,83.33333333333333,100.0,6,yoga_updog,1,yoga_updog(1)
side_lunge,370,83.33333333333333,100.0,6,basketball_jabstep,1,basketball_jabstep(1)
sledgehammer_strike_down,382,83.33333333333333,100.0,6,battle-rope_power-slam,1,battle-rope_power-slam(1)
split_leap,403,83.33333333333333,100.0,6,softball_pitch,1,softball_pitch(1)
tennis_serve,434,83.33333333333333,100.0,6,baseball_catch_catcher,1,baseball_catch_catcher(1)
triple_jump_jump,445,83.33333333333333,100.0,6,high_jump_run,1,high_jump_run(1)
weightlifting_overhead,479,83.33333333333333,100.0,6,underarm_turn,1,underarm_turn(1)
workout_crunch,486,83.33333333333333,100.0,6,yoga_bridge,1,yoga_bridge(1)
yoga_pigeon,496,83.33333333333333,100.0,6,gym_lift,1,gym_lift(1)
basketball_layup,40,100.0,100.0,6,,0,
battle-rope_power-slam,44,100.0,100.0,6,,0,
burpee,78,100.0,100.0,6,,0,
canoeing_sprint,84,100.0,100.0,6,,0,
dips,124,100.0,100.0,6,,0,
figure_skate_bielman_spin,149,100.0,100.0,6,,0,
figure_skate_inaBauer,154,100.0,100.0,6,,0,
figure_skate_sit_spin,157,100.0,100.0,6,,0,
gangnam_style_dance,181,100.0,100.0,6,,0,
golf_part,183,100.0,100.0,6,,0,
gym_lift,189,100.0,100.0,6,,0,
gym_plank,191,100.0,100.0,6,,0,
gym_squat,196,100.0,100.0,6,,0,
handstand,207,100.0,100.0,6,,0,
high_knees,214,100.0,100.0,6,,0,
jumping_jack,236,100.0,100.0,6,,0,
pole_vault_run,322,100.0,100.0,6,,0,
pull_ups,325,100.0,100.0,6,,0,
volleyball_set,465,100.0,100.0,6,,0,
weightlifting_hang,478,100.0,100.0,6,,0,
weightlifting_stand,480,100.0,100.0,6,,0,
whistle_one_hand,482,100.0,100.0,6,,0,
yoga_bridge,488,100.0,100.0,6,,0,
yoga_cat,489,100.0,100.0,6,,0,
yoga_dancer,490,100.0,100.0,6,,0,
yoga_firefly,491,100.0,100.0,6,,0,
yoga_fish,492,100.0,100.0,6,,0,
yoga_gate,493,100.0,100.0,6,,0,
yoga_lotus,495,100.0,100.0,6,,0,
yoga_tree,497,100.0,100.0,6,,0,
yoga_updog,499,100.0,100.0,6,,0,
